image_id,image,split,subset
IDRiD_076,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_076.jpg,train,localization
IDRiD_076,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_076.jpg,test,localization
IDRiD_077,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_077.jpg,train,localization
IDRiD_077,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_077.jpg,test,localization
IDRiD_078,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_078.jpg,train,localization
IDRiD_078,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_078.jpg,test,localization
IDRiD_079,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_079.jpg,train,localization
IDRiD_079,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_079.jpg,test,localization
IDRiD_080,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_080.jpg,train,localization
IDRiD_080,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_080.jpg,test,localization
IDRiD_081,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_081.jpg,train,localization
IDRiD_081,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_081.jpg,test,localization
IDRiD_082,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_082.jpg,train,localization
IDRiD_082,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_082.jpg,test,localization
IDRiD_083,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_083.jpg,train,localization
IDRiD_083,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_083.jpg,test,localization
IDRiD_084,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_084.jpg,train,localization
IDRiD_084,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_084.jpg,test,localization
IDRiD_085,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_085.jpg,train,localization
IDRiD_085,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_085.jpg,test,localization
IDRiD_086,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_086.jpg,train,localization
IDRiD_086,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_086.jpg,test,localization
IDRiD_087,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_087.jpg,train,localization
IDRiD_087,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_087.jpg,test,localization
IDRiD_088,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_088.jpg,train,localization
IDRiD_088,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_088.jpg,test,localization
IDRiD_089,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_089.jpg,train,localization
IDRiD_089,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_089.jpg,test,localization
IDRiD_090,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_090.jpg,train,localization
IDRiD_090,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_090.jpg,test,localization
IDRiD_091,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_091.jpg,train,localization
IDRiD_091,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_091.jpg,test,localization
IDRiD_092,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_092.jpg,train,localization
IDRiD_092,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_092.jpg,test,localization
IDRiD_093,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_093.jpg,train,localization
IDRiD_093,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_093.jpg,test,localization
IDRiD_094,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_094.jpg,train,localization
IDRiD_094,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_094.jpg,test,localization
IDRiD_095,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_095.jpg,train,localization
IDRiD_095,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_095.jpg,test,localization
IDRiD_096,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_096.jpg,train,localization
IDRiD_096,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_096.jpg,test,localization
IDRiD_097,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_097.jpg,train,localization
IDRiD_097,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_097.jpg,test,localization
IDRiD_098,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_098.jpg,train,localization
IDRiD_098,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_098.jpg,test,localization
IDRiD_099,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_099.jpg,train,localization
IDRiD_099,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_099.jpg,test,localization
IDRiD_100,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_100.jpg,train,localization
IDRiD_100,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_100.jpg,test,localization
IDRiD_101,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_101.jpg,train,localization
IDRiD_101,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_101.jpg,test,localization
IDRiD_102,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_102.jpg,train,localization
IDRiD_102,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_102.jpg,test,localization
IDRiD_103,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_103.jpg,train,localization
IDRiD_103,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_103.jpg,test,localization
IDRiD_104,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_104.jpg,train,localization
IDRiD_105,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_105.jpg,train,localization
IDRiD_106,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_106.jpg,train,localization
IDRiD_107,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_107.jpg,train,localization
IDRiD_108,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_108.jpg,train,localization
IDRiD_109,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_109.jpg,train,localization
IDRiD_110,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_110.jpg,train,localization
IDRiD_111,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_111.jpg,train,localization
IDRiD_112,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_112.jpg,train,localization
IDRiD_113,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_113.jpg,train,localization
IDRiD_114,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_114.jpg,train,localization
IDRiD_115,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_115.jpg,train,localization
IDRiD_116,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_116.jpg,train,localization
IDRiD_117,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_117.jpg,train,localization
IDRiD_118,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_118.jpg,train,localization
IDRiD_119,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_119.jpg,train,localization
IDRiD_120,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_120.jpg,train,localization
IDRiD_121,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_121.jpg,train,localization
IDRiD_122,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_122.jpg,train,localization
IDRiD_123,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_123.jpg,train,localization
IDRiD_124,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_124.jpg,train,localization
IDRiD_125,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_125.jpg,train,localization
IDRiD_126,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_126.jpg,train,localization
IDRiD_127,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_127.jpg,train,localization
IDRiD_128,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_128.jpg,train,localization
IDRiD_129,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_129.jpg,train,localization
IDRiD_130,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_130.jpg,train,localization
IDRiD_131,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_131.jpg,train,localization
IDRiD_132,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_132.jpg,train,localization
IDRiD_133,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_133.jpg,train,localization
IDRiD_134,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_134.jpg,train,localization
IDRiD_135,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_135.jpg,train,localization
IDRiD_136,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_136.jpg,train,localization
IDRiD_137,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_137.jpg,train,localization
IDRiD_138,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_138.jpg,train,localization
IDRiD_139,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_139.jpg,train,localization
IDRiD_140,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_140.jpg,train,localization
IDRiD_141,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_141.jpg,train,localization
IDRiD_142,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_142.jpg,train,localization
IDRiD_143,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_143.jpg,train,localization
IDRiD_144,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_144.jpg,train,localization
IDRiD_145,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_145.jpg,train,localization
IDRiD_146,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_146.jpg,train,localization
IDRiD_147,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_147.jpg,train,localization
IDRiD_148,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_148.jpg,train,localization
IDRiD_149,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_149.jpg,train,localization
IDRiD_150,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_150.jpg,train,localization
IDRiD_151,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_151.jpg,train,localization
IDRiD_152,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_152.jpg,train,localization
IDRiD_153,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_153.jpg,train,localization
IDRiD_154,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_154.jpg,train,localization
IDRiD_155,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_155.jpg,train,localization
IDRiD_156,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_156.jpg,train,localization
IDRiD_157,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_157.jpg,train,localization
IDRiD_158,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_158.jpg,train,localization
IDRiD_159,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_159.jpg,train,localization
IDRiD_160,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_160.jpg,train,localization
IDRiD_161,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_161.jpg,train,localization
IDRiD_162,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_162.jpg,train,localization
IDRiD_163,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_163.jpg,train,localization
IDRiD_164,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_164.jpg,train,localization
IDRiD_165,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_165.jpg,train,localization
IDRiD_166,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_166.jpg,train,localization
IDRiD_167,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_167.jpg,train,localization
IDRiD_168,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_168.jpg,train,localization
IDRiD_169,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_169.jpg,train,localization
IDRiD_170,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_170.jpg,train,localization
IDRiD_171,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_171.jpg,train,localization
IDRiD_172,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_172.jpg,train,localization
IDRiD_173,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_173.jpg,train,localization
IDRiD_174,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_174.jpg,train,localization
IDRiD_175,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_175.jpg,train,localization
IDRiD_176,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_176.jpg,train,localization
IDRiD_177,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_177.jpg,train,localization
IDRiD_178,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_178.jpg,train,localization
IDRiD_179,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_179.jpg,train,localization
IDRiD_180,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_180.jpg,train,localization
IDRiD_181,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_181.jpg,train,localization
IDRiD_182,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_182.jpg,train,localization
IDRiD_183,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_183.jpg,train,localization
IDRiD_184,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_184.jpg,train,localization
IDRiD_185,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_185.jpg,train,localization
IDRiD_186,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_186.jpg,train,localization
IDRiD_187,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_187.jpg,train,localization
IDRiD_188,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_188.jpg,train,localization
IDRiD_189,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_189.jpg,train,localization
IDRiD_190,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_190.jpg,train,localization
IDRiD_191,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_191.jpg,train,localization
IDRiD_192,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_192.jpg,train,localization
IDRiD_193,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_193.jpg,train,localization
IDRiD_194,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_194.jpg,train,localization
IDRiD_195,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_195.jpg,train,localization
IDRiD_196,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_196.jpg,train,localization
IDRiD_197,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_197.jpg,train,localization
IDRiD_198,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_198.jpg,train,localization
IDRiD_199,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_199.jpg,train,localization
IDRiD_200,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_200.jpg,train,localization
IDRiD_201,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_201.jpg,train,localization
IDRiD_202,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_202.jpg,train,localization
IDRiD_203,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_203.jpg,train,localization
IDRiD_204,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_204.jpg,train,localization
IDRiD_205,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_205.jpg,train,localization
IDRiD_206,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_206.jpg,train,localization
IDRiD_207,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_207.jpg,train,localization
IDRiD_208,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_208.jpg,train,localization
IDRiD_209,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_209.jpg,train,localization
IDRiD_210,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_210.jpg,train,localization
IDRiD_211,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_211.jpg,train,localization
IDRiD_212,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_212.jpg,train,localization
IDRiD_213,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_213.jpg,train,localization
IDRiD_214,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_214.jpg,train,localization
IDRiD_215,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_215.jpg,train,localization
IDRiD_216,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_216.jpg,train,localization
IDRiD_217,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_217.jpg,train,localization
IDRiD_218,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_218.jpg,train,localization
IDRiD_219,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_219.jpg,train,localization
IDRiD_220,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_220.jpg,train,localization
IDRiD_221,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_221.jpg,train,localization
IDRiD_222,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_222.jpg,train,localization
IDRiD_223,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_223.jpg,train,localization
IDRiD_224,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_224.jpg,train,localization
IDRiD_225,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_225.jpg,train,localization
IDRiD_226,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_226.jpg,train,localization
IDRiD_227,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_227.jpg,train,localization
IDRiD_228,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_228.jpg,train,localization
IDRiD_229,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_229.jpg,train,localization
IDRiD_230,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_230.jpg,train,localization
IDRiD_231,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_231.jpg,train,localization
IDRiD_232,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_232.jpg,train,localization
IDRiD_233,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_233.jpg,train,localization
IDRiD_234,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_234.jpg,train,localization
IDRiD_235,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_235.jpg,train,localization
IDRiD_236,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_236.jpg,train,localization
IDRiD_237,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_237.jpg,train,localization
IDRiD_238,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_238.jpg,train,localization
IDRiD_239,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_239.jpg,train,localization
IDRiD_240,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_240.jpg,train,localization
IDRiD_241,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_241.jpg,train,localization
IDRiD_242,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_242.jpg,train,localization
IDRiD_243,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_243.jpg,train,localization
IDRiD_244,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_244.jpg,train,localization
IDRiD_245,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_245.jpg,train,localization
IDRiD_246,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_246.jpg,train,localization
IDRiD_247,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_247.jpg,train,localization
IDRiD_248,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_248.jpg,train,localization
IDRiD_249,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_249.jpg,train,localization
IDRiD_250,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_250.jpg,train,localization
IDRiD_251,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_251.jpg,train,localization
IDRiD_252,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_252.jpg,train,localization
IDRiD_253,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_253.jpg,train,localization
IDRiD_254,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_254.jpg,train,localization
IDRiD_255,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_255.jpg,train,localization
IDRiD_256,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_256.jpg,train,localization
IDRiD_257,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_257.jpg,train,localization
IDRiD_258,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_258.jpg,train,localization
IDRiD_259,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_259.jpg,train,localization
IDRiD_260,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_260.jpg,train,localization
IDRiD_261,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_261.jpg,train,localization
IDRiD_262,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_262.jpg,train,localization
IDRiD_263,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_263.jpg,train,localization
IDRiD_264,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_264.jpg,train,localization
IDRiD_265,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_265.jpg,train,localization
IDRiD_266,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_266.jpg,train,localization
IDRiD_267,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_267.jpg,train,localization
IDRiD_268,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_268.jpg,train,localization
IDRiD_269,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_269.jpg,train,localization
IDRiD_270,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_270.jpg,train,localization
IDRiD_271,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_271.jpg,train,localization
IDRiD_272,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_272.jpg,train,localization
IDRiD_273,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_273.jpg,train,localization
IDRiD_274,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_274.jpg,train,localization
IDRiD_275,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_275.jpg,train,localization
IDRiD_276,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_276.jpg,train,localization
IDRiD_277,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_277.jpg,train,localization
IDRiD_278,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_278.jpg,train,localization
IDRiD_279,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_279.jpg,train,localization
IDRiD_280,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_280.jpg,train,localization
IDRiD_281,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_281.jpg,train,localization
IDRiD_282,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_282.jpg,train,localization
IDRiD_283,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_283.jpg,train,localization
IDRiD_284,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_284.jpg,train,localization
IDRiD_285,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_285.jpg,train,localization
IDRiD_286,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_286.jpg,train,localization
IDRiD_287,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_287.jpg,train,localization
IDRiD_288,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_288.jpg,train,localization
IDRiD_289,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_289.jpg,train,localization
IDRiD_290,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_290.jpg,train,localization
IDRiD_291,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_291.jpg,train,localization
IDRiD_292,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_292.jpg,train,localization
IDRiD_293,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_293.jpg,train,localization
IDRiD_294,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_294.jpg,train,localization
IDRiD_295,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_295.jpg,train,localization
IDRiD_296,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_296.jpg,train,localization
IDRiD_297,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_297.jpg,train,localization
IDRiD_298,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_298.jpg,train,localization
IDRiD_299,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_299.jpg,train,localization
IDRiD_300,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_300.jpg,train,localization
IDRiD_301,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_301.jpg,train,localization
IDRiD_302,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_302.jpg,train,localization
IDRiD_303,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_303.jpg,train,localization
IDRiD_304,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_304.jpg,train,localization
IDRiD_305,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_305.jpg,train,localization
IDRiD_306,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_306.jpg,train,localization
IDRiD_307,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_307.jpg,train,localization
IDRiD_308,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_308.jpg,train,localization
IDRiD_309,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_309.jpg,train,localization
IDRiD_310,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_310.jpg,train,localization
IDRiD_311,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_311.jpg,train,localization
IDRiD_312,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_312.jpg,train,localization
IDRiD_313,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_313.jpg,train,localization
IDRiD_314,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_314.jpg,train,localization
IDRiD_315,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_315.jpg,train,localization
IDRiD_316,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_316.jpg,train,localization
IDRiD_317,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_317.jpg,train,localization
IDRiD_318,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_318.jpg,train,localization
IDRiD_319,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_319.jpg,train,localization
IDRiD_320,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_320.jpg,train,localization
